date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11 18:50:00,214,30,21.16,49.92,20.50,40.99,21.74,38.93,20.86,39.87,19.73,47.52,8.94,68.76,19.92,35.32,22.00,42.41,20.17,41.97,7.74,753.80,73.76,3.61,42.52,2.49,32.3909,32.3909
2016-01-11 19:00:00,394,30,21.19,49.21,20.23,39.54,25.13,50.91,21.08,38.53,19.49,47.62,9.52,66.70,20.21,35.18,21.75,41.55,19.80,41.54,8.32,755.98,71.70,5.79,36.34,2.66,31.5814,31.5814
2016-01-11 19:10:00,423,30,21.81,50.81,20.23,40.67,24.79,50.75,20.88,39.80,19.68,47.44,9.59,67.15,20.24,35.42,21.65,41.21,20.27,41.77,8.39,754.57,72.15,2.53,35.75,2.82,20.5061,20.5061
2016-01-11 19:20:00,392,30,21.81,49.05,20.34,39.66,25.18,52.23,21.19,38.53,19.67,44.43,9.15,68.12,20.22,36.72,21.63,42.63,20.08,40.61,7.95,757.19,73.12,5.92,43.11,2.57,39.1766,39.1766
2016-01-11 19:30:00,420,30,21.32,50.28,20.14,40.96,25.26,50.73,21.28,38.36,19.78,45.06,9.16,64.64,19.77,35.87,21.94,41.63,20.16,41.02,7.96,753.97,69.64,5.53,44.67,1.89,19.4894,19.4894
2016-01-11 19:40:00,268,30,21.68,50.48,20.30,39.73,22.10,39.16,20.89,39.70,19.63,45.20,9.53,66.19,19.89,35.82,21.74,41.59,19.88,40.84,8.33,752.01,71.19,5.74,40.38,2.56,46.1375,46.1375
2016-01-11 19:50:00,391,30,21.33,49.86,20.25,40.31,24.97,50.93,20.98,39.80,19.68,44.68,10.31,65.33,19.75,36.03,21.88,41.67,20.29,41.50,9.11,753.81,70.33,4.42,35.00,3.17,33.2942,33.2942
2016-01-11 20:00:00,233,30,21.16,49.83,20.28,39.39,22.12,39.49,20.85,39.31,19.20,47.00,9.73,62.49,20.16,35.21,21.76,41.35,20.37,41.04,8.53,753.47,67.49,4.16,43.50,2.03,3.4105,3.4105
2016-01-11 20:10:00,235,30,21.58,50.90,20.43,40.23,22.13,39.51,21.20,39.10,19.74,46.97,10.50,63.77,19.98,35.52,21.65,42.28,20.26,41.04,9.30,756.81,68.77,4.84,44.88,3.05,31.0839,31.0839
2016-01-11 20:20:00,242,30,21.21,49.46,20.32,40.41,21.74,39.32,21.03,38.83,19.32,45.68,9.84,62.65,20.24,36.17,21.92,42.71,20.26,40.76,8.64,753.63,67.65,3.62,40.40,2.17,1.2830,1.2830
2016-01-11 20:30:00,265,30,21.54,50.21,20.03,39.44,21.96,38.56,20.90,39.36,19.44,44.66,10.63,64.51,19.98,35.26,21.87,41.05,20.04,41.13,9.43,757.72,69.51,3.97,42.48,3.33,2.3009,2.3009
2016-01-11 20:40:00,215,30,21.36,50.52,20.13,40.50,22.20,39.00,20.75,38.04,19.52,48.00,10.11,62.56,19.91,36.30,21.97,42.30,20.25,41.90,8.91,752.30,67.56,3.83,37.12,2.42,10.5693,10.5693
2016-01-11 20:50:00,264,30,21.66,50.53,20.00,40.21,22.15,38.73,21.19,39.93,19.26,44.10,10.23,60.85,19.89,36.35,22.07,41.79,20.23,40.15,9.03,756.02,65.85,4.47,37.18,2.20,34.1495,34.1495
2016-01-11 21:00:00,235,30,21.89,40.57,20.11,39.86,21.92,39.51,20.90,39.70,19.69,44.42,10.27,63.10,20.28,36.27,22.00,42.41,20.06,41.47,9.07,757.10,68.10,4.60,36.21,2.69,47.3427,47.3427
2016-01-11 21:10:00,236,30,21.31,40.70,20.40,39.17,22.23,38.99,20.98,39.22,19.43,44.11,11.06,61.85,20.21,35.36,21.63,42.60,20.00,41.76,9.86,754.90,66.85,4.02,42.31,3.23,34.6568,34.6568
2016-01-11 21:20:00,234,30,21.71,40.38,20.29,39.98,22.18,38.69,20.83,39.38,19.38,46.33,10.34,63.20,19.98,36.06,21.76,42.49,20.00,41.41,9.14,752.51,68.20,5.02,39.89,2.77,14.0040,14.0040
2016-01-11 21:30:00,224,30,21.25,39.43,20.19,40.45,22.29,39.55,20.87,38.20,19.32,44.91,10.52,59.91,19.81,35.03,21.82,41.55,20.38,41.11,9.32,752.72,64.91,4.38,42.62,2.30,34.4760,34.4760
2016-01-11 21:40:00,277,30,21.45,39.37,19.93,40.88,21.99,40.14,20.94,38.15,19.58,44.21,11.33,60.87,19.79,36.13,21.68,42.99,19.87,41.53,10.13,757.24,65.87,4.51,39.69,3.30,30.1032,30.1032
2016-01-11 21:50:00,270,30,21.89,39.61,20.27,40.22,22.14,40.40,20.82,38.42,19.60,44.63,10.74,60.78,19.80,35.15,21.50,41.90,20.16,40.58,9.54,754.70,65.78,4.05,43.60,2.70,12.1109,12.1109
2016-01-11 22:00:00,45,0,21.60,40.32,20.46,39.85,22.03,39.80,21.25,39.65,19.24,44.66,11.27,60.33,19.88,36.50,21.84,41.58,19.87,41.38,10.07,756.12,65.33,5.73,42.88,3.13,34.5872,34.5872
2016-01-11 22:10:00,45,0,21.45,39.64,20.05,39.18,22.28,40.17,21.05,39.90,19.80,46.69,11.55,60.36,19.86,35.08,21.95,41.94,20.19,41.83,10.35,754.96,65.36,2.78,35.40,3.42,9.7115,9.7115
2016-01-11 22:20:00,45,0,21.37,40.34,20.41,39.66,22.12,39.08,21.27,39.63,19.53,45.82,11.22,60.77,19.89,35.65,22.08,41.81,20.11,41.98,10.02,754.95,65.77,2.82,38.48,3.18,32.5677,32.5677
2016-01-11 22:30:00,45,0,21.60,40.52,20.02,40.10,22.26,39.38,21.12,38.24,19.78,46.44,11.21,59.78,19.84,35.32,21.83,42.10,19.86,41.98,10.01,753.13,64.78,3.77,42.56,2.96,44.8206,44.8206
2016-01-11 22:40:00,45,0,21.51,39.55,20.40,40.96,21.85,39.60,20.93,39.84,19.50,47.52,11.15,58.53,20.22,35.55,21.97,41.83,20.36,41.02,9.95,756.99,63.53,4.24,42.17,2.65,40.3864,40.3864
2016-01-11 22:50:00,45,0,21.22,40.08,20.11,40.10,22.03,39.41,20.89,38.38,19.62,46.29,10.98,59.21,19.84,36.55,21.53,42.49,20.22,41.62,9.78,755.52,64.21,6.00,39.90,2.62,19.5318,19.5318
2016-01-11 23:00:00,45,0,21.50,40.18,20.42,40.75,21.96,39.55,20.97,39.44,19.45,46.62,11.36,61.28,19.79,35.94,22.08,41.68,20.22,41.30,10.16,757.88,66.28,4.23,35.37,3.42,41.8847,41.8847
2016-01-11 23:10:00,45,0,21.71,40.74,19.92,39.14,22.08,40.34,21.30,39.49,19.46,44.39,11.55,61.45,20.08,36.75,21.77,42.39,20.34,40.09,10.35,754.28,66.45,3.61,42.19,3.64,39.2149,39.2149
2016-01-11 23:20:00,45,0,21.73,39.34,19.95,40.74,22.07,38.98,21.25,38.29,19.48,45.02,10.98,59.56,19.85,35.02,21.98,42.80,20.21,40.32,9.78,752.87,64.56,4.36,40.66,2.69,22.2030,22.2030
2016-01-11 23:30:00,45,0,21.78,39.40,20.13,39.97,21.84,39.64,21.04,39.99,19.38,47.91,11.01,60.48,20.09,35.55,21.84,42.37,20.25,40.10,9.81,755.83,65.48,3.99,37.50,2.91,30.1075,30.1075
2016-01-11 23:40:00,45,0,21.38,40.27,20.27,40.36,22.13,39.82,21.20,39.26,19.74,46.59,11.14,61.84,19.89,35.88,21.85,42.46,19.85,40.59,9.94,753.72,66.84,5.30,41.07,3.30,36.8791,36.8791
2016-01-11 23:50:00,45,0,21.83,40.66,20.05,40.65,21.99,40.11,21.15,38.68,19.27,47.85,10.78,58.88,19.78,36.93,22.02,42.45,20.39,41.93,9.58,755.24,63.88,5.90,40.31,2.36,39.6202,39.6202
2016-01-12 00:00:00,42,0,21.64,40.34,20.25,40.64,22.26,38.72,20.84,38.05,19.73,46.25,10.93,61.67,20.25,35.44,21.54,42.65,20.35,40.60,9.73,752.08,66.67,4.38,39.55,3.06,20.5982,20.5982
2016-01-12 00:10:00,52,0,21.21,39.91,20.30,40.49,22.27,39.34,21.15,38.31,19.45,44.40,11.46,59.91,19.99,35.82,22.07,41.07,20.02,40.89,10.26,754.96,64.91,2.84,43.87,3.24,46.6266,46.6266
2016-01-12 00:20:00,53,0,21.42,39.38,19.97,40.70,21.97,39.83,21.09,39.19,19.21,47.15,10.56,61.65,19.85,35.25,21.84,41.14,20.26,40.41,9.36,755.27,66.65,5.92,38.59,2.69,11.3657,11.3657
2016-01-12 00:30:00,47,0,21.22,39.26,20.05,39.35,22.10,38.55,20.71,39.58,19.34,45.30,10.72,59.73,19.80,35.10,21.95,42.05,20.25,40.95,9.52,757.40,64.73,2.51,43.58,2.47,38.3448,38.3448
2016-01-12 00:40:00,44,0,21.79,40.04,20.17,40.93,21.74,39.46,20.94,39.37,19.49,47.64,10.43,61.42,19.74,35.16,21.86,41.13,19.97,41.27,9.23,757.67,66.42,2.65,42.83,2.52,27.3211,27.3211
2016-01-12 00:50:00,41,0,21.66,40.71,20.29,40.54,22.13,38.93,20.97,38.46,19.40,45.81,11.24,61.82,19.95,35.19,21.76,42.33,20.02,40.31,10.04,754.72,66.82,4.62,35.99,3.41,45.3033,45.3033
2016-01-12 01:00:00,41,0,21.55,40.17,20.24,39.66,21.77,39.21,21.10,39.50,19.72,46.88,11.00,60.38,20.28,36.20,21.71,42.16,19.93,41.31,9.80,752.58,65.38,5.09,43.12,2.87,11.7638,11.7638
2016-01-12 01:10:00,42,0,21.78,40.95,20.39,40.23,22.09,38.55,21.26,39.66,19.36,44.72,10.92,61.82,20.12,35.62,21.70,41.01,20.32,41.13,9.72,756.58,66.82,4.51,43.07,3.08,20.2376,20.2376
2016-01-12 01:20:00,46,0,21.37,39.74,20.33,40.55,22.04,38.67,20.73,38.31,19.57,46.70,10.61,60.84,19.86,36.32,21.79,41.88,19.96,41.51,9.41,756.48,65.84,3.25,39.20,2.58,6.4632,6.4632
2016-01-12 01:30:00,52,0,21.42,40.20,19.90,39.60,21.83,38.77,20.85,38.66,19.20,46.99,10.16,63.81,19.81,35.76,21.92,42.00,20.30,41.61,8.96,754.92,68.81,4.83,35.45,2.72,4.4596,4.4596
2016-01-12 01:40:00,45,0,21.56,40.42,20.15,39.23,21.71,39.15,21.18,39.24,19.70,47.68,9.81,61.58,19.75,36.69,21.65,42.18,20.11,40.79,8.61,757.53,66.58,5.52,40.76,1.92,15.8932,15.8932
2016-01-12 01:50:00,53,0,21.82,39.70,20.34,40.64,22.19,38.97,20.79,38.39,19.56,47.04,9.98,62.61,20.09,35.35,21.96,41.99,20.25,41.52,8.78,755.06,67.61,2.90,40.10,2.30,22.5475,22.5475
2016-01-12 02:00:00,48,0,21.22,39.14,20.17,39.61,21.86,38.61,21.00,38.62,19.47,44.23,10.09,64.93,20.20,35.15,22.02,42.71,20.17,41.01,8.89,755.75,69.93,5.52,41.27,2.88,23.2102,23.2102
2016-01-12 02:10:00,46,0,21.36,39.95,19.99,39.12,21.76,40.30,20.91,39.43,19.50,44.69,10.19,66.45,19.85,35.88,21.76,42.05,19.90,40.75,8.99,754.70,71.45,5.33,41.52,3.28,14.5789,14.5789
2016-01-12 02:20:00,45,0,21.18,40.36,20.07,40.45,22.09,40.31,21.22,38.67,19.55,44.57,9.61,65.75,19.91,36.94,21.92,41.78,20.16,41.88,8.41,756.74,70.75,4.77,35.66,2.56,15.8599,15.8599
2016-01-12 02:30:00,53,0,21.65,40.05,20.29,39.85,21.92,39.23,20.81,38.43,19.77,45.95,9.93,67.12,19.84,35.28,21.55,42.69,19.86,41.54,8.73,756.02,72.12,5.40,42.39,3.15,41.0858,41.0858
2016-01-12 02:40:00,52,0,21.23,40.66,20.36,40.62,21.80,39.38,20.95,39.35,19.34,45.78,9.03,65.74,19.87,36.50,21.77,42.07,19.99,41.62,7.83,756.60,70.74,2.96,38.77,1.98,23.5127,23.5127
2016-01-12 02:50:00,42,0,21.41,40.05,20.48,40.63,22.18,38.78,20.85,39.28,19.72,46.22,9.22,68.73,19.76,36.69,22.01,41.57,20.26,40.55,8.02,757.91,73.73,4.12,37.82,2.76,44.4547,44.4547
2016-01-12 03:00:00,46,0,21.12,39.11,20.20,39.47,22.30,39.25,20.72,39.86,19.70,46.60,9.14,69.29,20.17,35.28,21.67,42.66,20.22,40.28,7.94,753.33,74.29,4.08,38.50,2.79,34.8657,34.8657
2016-01-12 03:10:00,49,0,21.68,40.06,19.97,39.58,21.88,38.60,20.95,39.59,19.47,44.44,8.55,66.39,20.24,36.19,21.51,42.03,19.95,40.29,7.35,753.54,71.39,5.42,40.49,1.63,21.6035,21.6035
2016-01-12 03:20:00,44,0,21.15,40.05,20.20,40.98,22.03,39.28,20.98,39.27,19.79,45.01,8.63,68.33,19.71,36.58,21.71,42.47,20.18,41.54,7.43,755.99,73.33,2.80,44.75,2.10,36.2890,36.2890
2016-01-12 03:30:00,42,0,21.47,40.39,20.28,40.62,21.74,40.05,20.97,38.59,19.23,44.80,8.28,69.44,19.73,36.87,21.81,42.98,20.13,40.51,7.08,756.88,74.44,3.11,42.79,1.96,37.1580,37.1580
2016-01-12 03:40:00,41,0,21.39,40.78,20.35,40.79,21.93,40.45,21.00,39.00,19.75,46.08,8.43,70.99,20.18,36.45,21.55,42.20,20.29,41.09,7.23,757.19,75.99,3.66,36.24,2.42,16.4181,16.4181
2016-01-12 03:50:00,40,0,21.38,39.08,20.42,39.71,22.30,39.05,21.29,39.90,19.25,46.55,8.56,69.72,19.92,36.60,21.91,42.91,19.89,41.22,7.36,755.62,74.72,3.99,41.90,2.31,38.5030,38.5030
2016-01-12 04:00:00,46,0,21.58,40.36,20.47,39.74,22.16,39.65,21.02,38.80,19.59,45.00,7.80,72.23,19.77,36.47,21.80,41.77,20.14,40.52,6.60,754.20,77.23,3.84,40.67,2.05,13.4939,13.4939
2016-01-12 04:10:00,47,0,21.78,39.90,20.44,39.89,21.75,39.86,21.21,38.64,19.41,44.26,8.56,70.90,20.03,36.78,22.01,42.42,20.36,41.28,7.36,757.50,75.90,4.22,36.23,2.54,39.0974,39.0974
2016-01-12 04:20:00,45,0,21.54,39.74,20.38,40.10,22.07,38.67,20.89,40.00,19.63,46.10,7.52,71.20,20.16,36.65,21.54,42.94,20.19,40.90,6.32,752.83,76.20,5.27,35.26,1.56,33.6452,33.6452
2016-01-12 04:30:00,48,0,21.45,40.82,19.93,39.25,21.79,38.83,20.89,39.42,19.41,47.76,8.10,74.16,20.24,36.69,21.65,42.27,20.13,40.25,6.90,755.84,79.16,3.14,44.66,2.73,15.5356,15.5356
2016-01-12 04:40:00,47,0,21.68,40.21,20.41,40.13,22.20,38.56,20.73,39.28,19.55,46.60,7.55,72.37,20.16,35.83,21.88,42.00,20.18,40.58,6.35,757.65,77.37,3.04,41.59,1.82,46.9192,46.9192
2016-01-12 04:50:00,44,0,21.45,39.97,20.02,40.21,21.89,39.94,21.14,39.72,19.79,44.52,7.68,75.09,19.92,36.12,21.69,41.93,19.96,40.50,6.48,753.78,80.09,2.76,35.60,2.50,5.6470,5.6470
2016-01-12 05:00:00,49,0,21.36,40.16,20.09,40.53,22.00,39.53,21.00,38.62,19.21,47.78,7.08,75.46,20.00,36.93,21.63,41.71,19.83,40.99,5.88,753.49,80.46,5.53,36.60,1.98,43.3523,43.3523
2016-01-12 05:10:00,45,0,21.68,40.53,20.12,39.80,22.04,38.89,21.03,38.15,19.50,47.06,7.00,75.80,19.87,36.98,21.91,41.24,20.39,40.79,5.80,757.08,80.80,4.01,43.82,1.96,39.1551,39.1551
2016-01-12 05:20:00,44,0,21.14,39.27,20.10,39.95,21.97,39.71,21.01,38.66,19.57,44.65,7.29,77.33,20.29,36.48,21.68,41.67,20.30,41.06,6.09,753.19,82.33,4.28,40.00,2.56,35.0195,35.0195
2016-01-12 05:30:00,40,0,21.74,40.45,20.31,39.05,21.98,40.43,21.17,39.55,19.55,46.89,6.99,76.43,20.05,35.34,21.88,42.24,20.30,40.30,5.79,756.04,81.43,5.93,40.84,2.08,33.6749,33.6749
2016-01-12 05:40:00,51,0,21.65,39.82,20.36,40.84,22.22,39.97,20.74,38.28,19.32,45.30,6.95,76.04,20.10,36.05,21.69,41.35,20.35,40.68,5.75,752.11,81.04,3.60,36.51,1.96,18.0058,18.0058
2016-01-12 05:50:00,52,0,21.30,40.12,20.03,40.95,21.88,39.08,20.82,39.41,19.39,45.40,6.56,78.82,20.26,36.59,21.66,41.24,20.21,40.76,5.36,756.16,83.82,4.64,36.92,2.12,48.0477,48.0477
2016-01-12 06:00:00,45,0,21.38,39.88,20.05,39.96,21.82,39.58,21.26,39.39,19.28,46.46,6.62,80.10,20.05,35.48,21.90,42.06,20.18,40.10,5.42,753.74,85.10,3.51,42.14,2.44,20.8385,20.8385
2016-01-12 06:10:00,45,0,21.84,39.81,20.46,40.76,21.99,38.90,21.28,38.64,19.59,47.63,6.21,77.91,19.75,36.15,21.82,42.45,20.36,41.83,5.01,756.62,82.91,2.52,40.50,1.60,9.4031,9.4031
2016-01-12 06:20:00,45,0,21.50,40.87,20.48,40.85,22.23,38.52,21.04,38.21,19.79,45.14,6.21,78.83,20.29,36.09,21.80,42.88,20.31,40.94,5.01,757.52,83.83,5.99,38.97,1.78,10.2549,10.2549
2016-01-12 06:30:00,45,0,21.69,40.58,20.24,40.51,21.81,40.21,21.24,39.65,19.51,44.35,5.28,79.39,20.10,35.37,21.58,41.65,19.95,40.52,4.08,754.75,84.39,3.40,36.86,0.96,12.3050,12.3050
2016-01-12 06:40:00,45,0,21.62,40.39,19.94,39.24,21.88,39.31,21.00,39.79,19.62,45.24,5.76,83.16,19.77,36.83,21.68,42.23,19.93,40.27,4.56,753.81,88.16,5.03,35.11,2.19,8.3529,8.3529
2016-01-12 06:50:00,45,0,21.53,40.33,20.03,39.49,22.15,40.25,20.75,38.89,19.62,44.31,5.60,82.35,20.04,35.12,21.83,42.01,20.14,40.30,4.40,754.50,87.35,4.42,39.71,1.87,16.7496,16.7496
2016-01-12 07:00:00,145,10,21.51,40.62,20.17,40.03,21.97,38.62,20.98,39.61,19.63,45.58,5.22,80.96,20.19,36.49,21.85,41.09,20.01,40.13,4.02,753.23,85.96,4.54,35.91,1.21,48.7179,48.7179
2016-01-12 07:10:00,137,10,21.71,40.96,20.29,39.84,22.30,39.26,21.22,39.81,19.43,46.73,4.62,84.79,20.10,36.08,21.89,41.70,19.91,41.07,3.42,752.19,89.79,3.93,42.69,1.38,26.3844,26.3844
2016-01-12 07:20:00,131,10,21.54,40.06,20.39,39.50,21.91,39.05,21.26,39.45,19.27,47.24,4.63,81.62,19.95,36.53,22.03,41.03,19.92,40.20,3.43,752.14,86.62,3.54,41.73,0.75,2.6117,2.6117
2016-01-12 07:30:00,145,10,21.27,40.73,19.93,40.01,21.87,40.13,21.14,38.64,19.56,46.69,4.97,82.33,19.89,35.60,21.59,42.32,19.93,40.60,3.77,756.44,87.33,3.91,37.34,1.23,3.9260,3.9260
2016-01-12 07:40:00,130,10,21.88,40.88,20.30,40.57,21.89,39.33,20.79,38.75,19.65,45.89,5.01,86.29,20.21,35.60,21.92,42.61,20.35,41.12,3.81,755.76,91.29,4.00,39.96,2.07,47.4537,47.4537
2016-01-12 07:50:00,145,10,21.78,39.18,20.33,39.38,21.86,39.85,21.06,39.75,19.31,47.05,4.13,84.11,20.13,36.12,21.79,42.74,20.00,41.91,2.93,753.22,89.11,4.76,44.22,0.75,1.7360,1.7360
2016-01-12 08:00:00,124,10,21.58,39.41,20.45,40.10,22.17,39.26,21.02,38.72,19.36,46.05,4.83,84.08,20.00,35.20,22.09,41.94,20.30,41.83,3.63,758.00,89.08,4.18,37.43,1.45,18.7938,18.7938
2016-01-12 08:10:00,136,10,21.56,39.84,19.99,39.66,21.93,40.17,21.00,39.31,19.61,45.03,4.31,84.94,20.19,36.93,21.89,41.98,19.90,41.59,3.11,752.88,89.94,3.41,44.35,1.10,9.1248,9.1248
2016-01-12 08:20:00,108,10,21.13,40.69,20.47,40.34,22.16,39.32,21.21,38.46,19.62,44.04,4.12,88.16,20.00,35.75,21.87,42.33,20.17,40.97,2.92,755.25,93.16,4.75,35.59,1.56,24.4170,24.4170
2016-01-12 08:30:00,117,10,21.11,40.63,20.30,40.61,22.25,38.71,20.76,38.30,19.32,46.11,4.08,84.95,20.19,35.53,21.74,41.75,20.04,41.13,2.88,755.18,89.95,3.46,44.77,0.87,48.5312,48.5312
2016-01-12 08:40:00,127,10,21.17,39.76,20.23,39.11,21.71,38.84,21.00,38.87,19.67,46.26,4.11,88.68,20.21,35.19,21.82,41.09,19.93,41.74,2.91,755.92,93.68,5.50,42.60,1.64,43.6026,43.6026
2016-01-12 08:50:00,147,10,21.13,40.86,20.09,40.92,22.05,40.00,21.13,38.80,19.25,44.65,3.37,85.95,19.84,36.67,21.73,42.79,20.00,41.51,2.17,757.55,90.95,5.65,40.64,0.36,7.7176,7.7176
2016-01-12 09:00:00,116,0,21.77,39.68,20.36,40.91,21.94,40.05,20.72,38.55,19.80,45.96,3.96,87.99,19.91,36.88,21.76,42.36,20.20,40.17,2.76,757.85,92.99,2.69,39.37,1.36,30.6936,30.6936
2016-01-12 09:10:00,100,0,21.69,39.63,19.96,39.01,21.88,39.22,20.86,38.27,19.31,45.80,3.87,86.63,20.03,35.82,21.52,41.71,19.86,41.20,2.67,752.93,91.63,4.99,41.34,0.99,16.5727,16.5727
2016-01-12 09:20:00,89,0,21.88,40.14,20.00,39.76,21.78,39.10,21.00,38.13,19.46,45.68,3.37,88.15,19.99,35.15,21.65,41.49,20.18,41.19,2.17,752.51,93.15,5.65,44.05,0.80,10.3863,10.3863
2016-01-12 09:30:00,100,0,21.36,39.67,20.39,40.72,22.28,38.77,20.89,39.89,19.32,45.26,3.31,90.65,20.28,36.94,21.67,42.39,20.09,41.15,2.11,753.99,95.65,4.67,43.04,1.24,12.6364,12.6364
2016-01-12 09:40:00,116,0,21.54,40.36,20.23,40.91,21.98,39.92,20.96,38.58,19.62,47.28,3.76,88.67,20.18,35.82,21.80,42.27,19.95,41.32,2.56,752.68,93.67,4.47,40.92,1.29,35.3313,35.3313
2016-01-12 09:50:00,115,0,21.84,40.38,20.23,40.58,21.92,40.29,21.02,39.28,19.25,47.08,2.96,91.27,20.09,35.71,21.89,41.09,20.39,41.35,1.76,754.88,96.27,3.90,40.07,1.01,20.1817,20.1817
2016-01-12 10:00:00,45,0,21.52,40.16,20.25,39.89,22.16,39.68,21.00,38.69,19.21,44.42,3.80,89.21,19.95,36.92,21.57,42.88,19.89,40.62,2.60,752.06,94.21,3.41,40.11,1.44,22.8560,22.8560
2016-01-12 10:10:00,205,0,21.36,39.60,20.39,39.23,25.09,51.85,20.80,39.97,19.35,44.70,3.00,89.58,19.80,36.12,22.08,41.46,20.04,40.37,1.80,754.86,94.58,4.03,41.97,0.72,31.7430,31.7430
2016-01-12 10:20:00,205,0,21.41,40.41,20.02,40.50,24.74,50.70,21.22,38.37,19.40,45.83,3.19,87.89,19.86,36.73,21.82,42.28,20.16,41.22,1.99,755.68,92.89,3.19,40.92,0.57,29.1762,29.1762
2016-01-12 10:30:00,45,0,21.34,40.23,19.95,39.27,21.88,38.87,21.12,39.02,19.45,44.55,3.08,91.25,19.93,35.37,21.88,42.39,20.19,42.00,1.88,755.70,96.25,5.35,42.06,1.13,27.6358,27.6358
2016-01-12 10:40:00,205,0,21.39,39.02,19.98,40.63,25.00,51.49,21.11,38.83,19.70,45.95,3.20,88.50,19.75,35.06,21.96,41.58,19.96,41.08,2.00,753.89,93.50,4.08,35.54,0.71,9.0740,9.0740
2016-01-12 10:50:00,205,0,21.19,40.55,20.39,39.73,24.72,51.94,21.03,39.98,19.26,47.32,3.16,90.96,20.15,35.60,22.10,41.90,20.01,41.63,1.96,756.60,95.96,4.42,36.13,1.15,22.0754,22.0754
2016-01-12 11:00:00,45,0,21.38,40.42,20.28,39.33,21.78,38.91,20.82,38.12,19.41,45.12,3.69,91.10,20.02,35.65,21.92,41.58,19.96,41.72,2.49,753.42,96.10,5.34,40.88,1.71,48.3034,48.3034
2016-01-12 11:10:00,45,0,21.89,40.73,19.98,40.73,21.85,39.92,21.20,39.52,19.61,45.96,3.38,88.37,20.05,35.54,21.75,41.90,20.18,41.76,2.18,757.78,93.37,5.25,44.19,0.86,5.4685,5.4685
2016-01-12 11:20:00,45,0,21.36,39.00,20.36,40.47,22.14,39.42,21.10,38.72,19.24,46.14,3.23,89.06,19.83,35.86,21.63,41.54,20.30,40.68,2.03,757.62,94.06,3.79,44.50,0.84,28.7408,28.7408
